67	18.0	80.0	13.0	-55.0	19.0	9.0	19.0	-42.0	58.18
68	67.0	-6.0	38.0	8.0	-11.0	-7.0	21.0	-20.0	47.82
69	-4.0	127.0	-42.0	-10.0	-1.0	14.0	0.0	30.0	49.31
70	-16.0	-120.0	27.0	-17.0	21.0	-22.0	7.0	-6.0	42.79
71	5.0	-46.0	-46.0	-36.0	-1.0	10.0	-4.0	10.0	42.42
72	-20.0	111.0	-32.0	19.0	-2.0	34.0	-7.0	-45.0	65.94
73	-32.0	-21.0	-94.0	2.0	-18.0	2.0	-15.0	13.0	61.11
74	-95.0	-128.0	6.0	-13.0	7.0	-12.0	7.0	-2.0	55.25
75	-16.0	22.0	108.0	-15.0	15.0	4.0	-8.0	34.0	37.72
76	48.0	93.0	11.0	-33.0	10.0	3.0	24.0	3.0	51.73
77	96.0	-46.0	-13.0	54.0	-13.0	5.0	-11.0	-5.0	54.33
78	-1.0	-98.0	-24.0	-43.0	42.0	-6.0	-16.0	15.0	65.94
79	86.0	-72.0	92.0	5.0	6.0	8.0	1.0	7.0	65.17
80	-120.0	1.0	-38.0	-31.0	-3.0	-3.0	14.0	16.0	38.54
81	-69.0	-35.0	18.0	38.0	11.0	9.0	-2.0	-55.0	39.98
