0	-96.0	-84.0	-2.0	-47.0	-12.0	-11.0	-4.0	-4.0	126.04
1	92.0	68.0	-42.0	3.0	-5.0	-18.0	-26.0	32.0	109.04
2	127.0	-91.0	-102.0	-5.0	11.0	21.0	-16.0	-45.0	106.73
3	-87.0	127.0	15.0	15.0	0.0	5.0	-4.0	38.0	107.85
4	113.0	77.0	-41.0	-10.0	9.0	-16.0	0.0	-37.0	106.73
5	28.0	34.0	38.0	22.0	4.0	-6.0	7.0	-112.0	90.3
6	-28.0	6.0	85.0	17.0	-13.0	-2.0	-5.0	-12.0	87.12
7	34.0	-128.0	45.0	66.0	-8.0	11.0	-20.0	86.0	70.34
8	127.0	-128.0	34.0	-114.0	10.0	7.0	-17.0	41.0	91.22
9	93.0	18.0	51.0	62.0	1.0	-15.0	-13.0	-11.0	94.76
10	-10.0	0.0	-128.0	-102.0	11.0	7.0	6.0	-104.0	93.44
11	113.0	-51.0	37.0	-16.0	0.0	2.0	-20.0	-34.0	94.61
12	-80.0	-62.0	32.0	-31.0	5.0	-18.0	9.0	99.0	93.29
13	-83.0	-128.0	-111.0	-35.0	-1.0	2.0	2.0	30.0	104.05
14	-59.0	17.0	52.0	16.0	-12.0	-10.0	-4.0	58.0	72.95
15	-94.0	-22.0	40.0	3.0	12.0	-1.0	-29.0	21.0	93.29
16	59.0	-88.0	-39.0	-6.0	19.0	3.0	2.0	-26.0	91.22
17	36.0	92.0	-95.0	9.0	-22.0	-12.0	-22.0	-25.0	72.95
18	126.0	35.0	53.0	16.0	-25.0	-10.0	-1.0	-6.0	70.04
19	-69.0	2.0	2.0	-53.0	-12.0	-8.0	-25.0	-43.0	69.94
20	1.0	-128.0	-29.0	18.0	5.0	-11.0	19.0	24.0	70.34
21	-93.0	18.0	59.0	73.0	-1.0	-7.0	-11.0	-6.0	65.96
22	-8.0	56.0	-71.0	13.0	-6.0	7.0	1.0	35.0	63.27
23	-128.0	-116.0	-119.0	4.0	-9.0	1.0	-18.0	-21.0	67.37
24	28.0	95.0	62.0	25.0	-17.0	11.0	-19.0	-13.0	57.73
25	67.0	114.0	-9.0	16.0	6.0	-9.0	6.0	-1.0	57.73
26	-92.0	78.0	54.0	127.0	6.0	-34.0	12.0	-7.0	55.21
27	88.0	-86.0	-47.0	-128.0	10.0	16.0	-76.0	-128.0	58.46
28	-66.0	50.0	16.0	36.0	-23.0	6.0	8.0	27.0	58.65
29	127.0	-92.0	10.0	-4.0	-16.0	-8.0	-15.0	7.0	54.81
30	108.0	79.0	95.0	-35.0	-4.0	-2.0	-66.0	5.0	62.12
31	-43.0	-39.0	-5.0	24.0	20.0	-25.0	21.0	31.0	55.85
32	53.0	53.0	68.0	54.0	-7.0	-4.0	15.0	-9.0	60.17
33	34.0	-70.0	94.0	78.0	-15.0	-4.0	-5.0	38.0	60.17
34	-64.0	44.0	-24.0	32.0	12.0	-25.0	-5.0	12.0	58.65
35	127.0	-91.0	30.0	34.0	-16.0	6.0	13.0	27.0	62.41
36	17.0	-73.0	104.0	-11.0	-3.0	-22.0	-7.0	8.0	54.14
37	-125.0	54.0	60.0	-17.0	-2.0	6.0	9.0	12.0	54.14
38	-83.0	31.0	65.0	-41.0	5.0	-5.0	-18.0	5.0	55.85
39	38.0	22.0	-38.0	-59.0	13.0	18.0	21.0	17.0	56.68
40	66.0	-7.0	67.0	50.0	-33.0	11.0	-15.0	6.0	62.41
41	-25.0	-103.0	-47.0	-7.0	1.0	-2.0	7.0	5.0	67.15
42	45.0	-65.0	-97.0	-7.0	16.0	-1.0	-29.0	-50.0	67.58
43	-67.0	127.0	-23.0	15.0	6.0	-11.0	23.0	-18.0	67.58
44	-60.0	-84.0	-71.0	-70.0	2.0	14.0	12.0	11.0	87.12
45	-58.0	-66.0	88.0	-53.0	-13.0	1.0	-19.0	22.0	102.05
46	29.0	22.0	-3.0	28.0	-10.0	-10.0	-6.0	23.0	107.85
47	-100.0	-69.0	-79.0	7.0	-6.0	3.0	6.0	-19.0	102.05
48	127.0	56.0	40.0	34.0	28.0	0.0	-3.0	-3.0	104.58
49	-35.0	90.0	-13.0	29.0	-13.0	14.0	2.0	58.0	104.58
50	-55.0	-123.0	34.0	21.0	-3.0	-24.0	-10.0	-2.0	94.61
51	87.0	-65.0	-39.0	37.0	0.0	19.0	-13.0	28.0	102.41
52	-55.0	-54.0	16.0	-29.0	-9.0	-4.0	2.0	29.0	99.58
53	66.0	-92.0	-36.0	-54.0	6.0	-15.0	-2.0	-17.0	106.17
54	9.0	-44.0	-100.0	61.0	3.0	5.0	2.0	24.0	111.62
55	9.0	70.0	99.0	-47.0	3.0	13.0	-6.0	3.0	115.91
