1	4.49	173.18
2	10.48	169.34
3	13.19	166.28
4	4.82	153.4
5	7.85	147.14
6	10.63	147.66
7	46.48	153.53
8	58.36	157.79
9	32.66	155.4
10	58.29	150.62
11	55.44	146.94
12	32.08	101.16
13	32.75	91.67
14	38.69	97.21
15	55.65	101.62
16	44.27	91.55
17	18.51	96.92
18	41.89	89.07
19	14.99	103.04
20	18.4	116.77
21	21.17	93.14
22	47	97.64
23	10.96	100.48
24	57.84	102.29
25	12.76	103.49
26	43.98	133.23
27	9.04	104.63
28	42.55	132.06
29	41.42	132.45
30	62.6	132.79
31	37.02	132.85
32	60.31	132.42
33	77.15	132.18
34	77.77	132.03
35	66.65	130.11
36	54.17	130.18
37	48.73	129.78
38	24.51	129.68
39	39.14	129.13
40	19.16	128.98
41	73.76	129.13
42	61.35	94.91
43	68.89	93.66
44	35.41	93.61
45	26.3	125.73
46	33.33	126.66
47	6.11	127.38
48	22.12	125.63
49	24.72	126.15
50	53.18	130.85
51	34.04	136.19
52	48.18	144.98
53	28.01	148.67
54	24.84	152.19
55	15.24	159.19
56	21.66	165.14
57	35.53	170
58	61.7	173.24
59	40.18	176
60	71.63	179.9
61	43.91	179.66
62	48.97	179.25
63	42.96	178.98
64	31.55	178.97
65	39.33	179.19
66	18.45	178.99
67	17.52	178.96
68	16.18	179.06
69	31.71	178.61
70	12.08	178.74
71	12.15	178.87
72	11.07	179.01
73	19.96	178.62
74	20.39	178.82
75	21.74	178.88
76	30.11	179.04
77	13.92	179.34
78	19.96	179.42
79	17.91	179.53
80	8.42	179.65
81	4.32	179.81
82	15.05	179.77
83	11.33	179.86
84	21.59	179.98
85	10.04	179.97
86	15.8	179.96
87	11.56	179.93
88	11.32	179.89
89	25.69	179.9
90	11.91	179.82
91	23.07	179.87
92	22.51	179.81
93	13.28	179.86
94	23.07	179.74
95	17.49	179.62
96	17.91	179.52
97	20.44	179.41
98	32.29	179.27
99	29.58	179.27
100	8.92	179.2
101	25.33	179.17
102	28.74	179.89
103	22.37	179.7
104	25.69	179.89
105	18.24	179.81
106	11.14	179.54
107	40.51	179.65
108	17.39	179.56
109	11.19	179.57
110	33.24	179.6
111	38.08	179.59
112	13.17	179.35
113	18.61	179.17
114	13.56	179.09
115	33.13	179.16
116	28.05	178.98
117	7.25	178.93
118	14.3	178.7
119	9.34	178.51
120	11.79	178.26
121	8.5	178.12
122	21.7	178.15
123	4.31	178.15
124	24.37	178.17
125	5.24	178.09
126	10.63	177.82
127	18.72	177.7
128	10.95	177.59
129	24.33	177.48
130	17.26	177.46
131	4.05	177.47
132	35.91	177.45
133	15.98	177.41
134	12.81	177.36
135	11.44	177.36
136	45.01	177.74
137	45.77	178.17
138	25.84	178.07
139	31.4	174.43
140	49.81	171.22
141	76.13	163.04
142	92.7	153.15
143	65.23	145.02
144	43.37	136.54
145	59.89	105.06
146	60.38	98.1
147	50.18	88.74
148	64.38	86.99
149	75.74	90.54
150	89.86	81.66
151	57.62	83.09
152	74.5	87.83
153	54.27	78.55
154	49.49	88.89
155	55.78	79.97
156	47.47	87.43
157	56.03	78.64
158	27.61	78.24
159	42.5	80.71
160	47.33	80.07
161	42.25	80.38
162	46.38	80.67
163	50.75	80.16
164	32.32	80.33
165	22.34	80.05
166	21.94	79.86
167	33.75	79.73
168	47.23	79.4
169	49.36	77.65
170	37.88	75.56
171	31.62	74.57
172	35.82	73.7
173	31.02	73.38
174	50.38	73.37
175	30.12	73.33
176	25.66	73.3
177	32.46	74.07
178	28.7	73.91
179	19.78	74.3
180	27.07	74.32
181	18.88	74.13
182	54.6	74.17
183	41.13	72.11
184	29.53	70.62
185	29.03	70.57
186	41.49	72.38
187	23.2	72.11
188	30.55	71.54
189	19.64	71.08
190	18.51	70.58
191	65.08	71.23
192	30.2	71.65
193	19.34	71.87
194	52.46	72.05
195	38.97	72.24
196	28.55	72.62
197	22.39	74.6
198	35.17	74.91
199	43.55	75.56
200	66.95	75.62
201	63.47	75.77
202	23.96	75.94
203	53.29	74.98
204	7.01	75.66
205	29.81	76.71
206	33.72	100.88
207	32.23	85.37
208	12.59	122.55
209	48.56	123.93
210	15.66	127.28
211	18.75	132.19
212	5.26	139.21
213	20.11	146.81
214	4.55	155.42
215	2.91	163.57
216	1	168.48
217	1.26	171.12
218	1.34	172.7
219	1.43	172.46
220	1.29	171.88
221	1.8	168.71
222	1	167.36
223	1.72	165.97
224	8.21	164.55
225	2.54	163.64
226	1.08	163.77
227	1.31	164.39
228	2.54	164.99
229	8.94	165.84
230	29.76	166.44
231	14.04	165.92
232	47.14	163.91
233	89.63	156.69
234	69.29	150.77
235	77.65	144.02
236	106.47	139.39
237	54.46	132.21
238	103.52	119.05
239	91.62	91.42
240	62.97	92.16
241	67.3	97.55
242	68.67	98.42
243	51.96	98.35
244	56.05	101.68
245	71.92	103.3
246	72.99	93.37
247	58.41	94.14
248	56.13	94.98
249	69.47	109.69
250	66.07	112.22
251	65.97	112.47
252	62.82	97.76
253	74.14	107.41
254	60.65	123.83
255	67.91	124.34
256	81.34	120.57
257	53.92	119.74
258	61.2	120.19
259	36.33	117.46
260	75	118.79
261	48.6	121.05
262	29.39	123.28
263	58.06	124.72
264	43.78	126.05
265	47.5	126.83
266	46.99	127.33
267	93.25	127.06
268	49.54	125.77
269	47.69	128.72
270	59.19	128.47
271	58.05	126.26
272	48.45	124.88
273	81.72	124.69
274	64.42	125.59
275	71.27	124.55
276	75.75	123.96
277	44.68	124.28
278	67.4	124.51
279	57.58	124.53
280	86.75	124.61
281	71.78	121.98
282	17.66	122.16
283	19.65	122.77
284	57.15	123.72
285	25.36	122.5
286	60.06	121.68
287	72.23	120.37
288	25.95	119.57
289	24.81	119
290	27.12	118.66
291	47.6	118.36
292	27.26	118.29
293	34.54	115.41
294	52.5	116.35
295	53.63	120.35
296	51.04	119.47
297	40.59	119.56
298	57.47	119.4
299	59.26	118.87
300	70.82	118.32
301	70.89	118.14
302	28.88	119.79
303	25.32	118.28
304	25.2	117.74
305	44.68	117.52
306	45.23	117.3
307	32.41	117.05
308	39.08	116.95
309	33.56	116.95
310	25.5	117.01
311	44.88	117.06
312	65.16	117.06
