1	127	27	-113	-122	2	38	85	127	45.51
2	-74	-65	-66	59	15	21	-128	-60	45.77
3	-78	-128	-128	-125	24	26	-96	-85	46.92
4	57	64	121	118	94	127	-52	59	46.92
5	48	58	127	107	-14	-27	-49	56	45.88
6	3	-123	-109	-67	14	33	15	-59	42.62
7	-13	-91	-62	22	60	0	-39	2	42.65
8	36	112	123	75	-13	-18	58	40	42.65
9	-16	89	-79	-51	23	89	-103	16	43.08
10	89	62	8	-34	-16	-6	-45	85	43.73
11	5	122	127	61	-1	-83	88	39	44.96
12	-115	-74	-58	57	11	24	-71	-93	46.43
13	39	-38	13	23	4	84	-69	84	46.43
14	-90	-89	-87	-27	55	127	-51	-1	47.52
15	-10	29	88	74	22	-75	57	-50	49.11
16	127	55	-28	-51	33	32	-58	76	50.84
17	29	-84	81	-18	-33	-34	-72	37	54.08
18	90	99	15	-29	-66	118	-44	87	51.21
19	-97	-74	43	26	-126	-128	114	-90	53.62
20	-4	23	31	20	127	73	-102	74	53.62
21	-5	53	1	21	-60	-55	-62	3	56.21
22	-90	-42	87	33	5	29	78	-81	58.97
23	117	82	33	1	-128	-128	127	-85	60.31
24	-37	-57	-29	-18	84	60	12	32	60.31
25	127	95	60	46	29	-48	-26	74	63.5
26	-91	-67	16	-1	-5	106	-62	-29	64.15
27	127	109	9	16	38	95	-78	91	65.41
28	104	41	-114	-42	-84	-65	-9	-37	65.41
29	27	11	-43	-65	-103	-128	-12	-46	67.05
30	127	59	17	23	-87	-126	91	-107	68.4
31	111	1	-31	-32	15	-22	-22	1	69.99
32	-46	-5	7	-39	-79	-115	80	-92	71.53
33	51	96	-8	20	-83	-128	45	-48	73.08
34	127	-60	-7	-20	2	-43	127	-24	73.08
35	-118	-105	-32	-14	-11	43	-3	8	74.81
36	115	102	13	-13	14	12	27	16	76.91
37	107	109	-10	-13	19	83	-54	15	78.9
38	-128	-124	-71	-16	2	4	-28	-29	78.9
39	112	127	7	-21	-40	-83	-2	17	82.44
40	96	69	24	22	-41	48	-11	17	84.45
41	-111	-97	-10	-12	-52	-85	-48	-78	84.45
42	18	83	53	18	2	-79	-9	-5	86.21
43	64	-53	-16	8	-5	9	31	3	94.08
44	111	120	117	-10	15	9	31	25	94.2
45	-49	-30	-23	-18	10	56	22	13	94.2
46	-93	-40	-19	42	-78	-113	45	-69	94.81
47	83	82	-22	-17	-7	-7	2	-9	95.99
48	62	39	-10	-36	-19	-26	-17	29	95.99
49	-128	-114	-11	9	-4	27	-21	12	98.59
50	127	71	14	-16	-9	-13	2	2	100.27
51	-37	51	-10	-21	3	21	-5	20	101.82
52	127	127	8	-21	-2	-1	-15	6	102.99
53	83	75	70	41	10	-7	18	38	102.99
54	89	81	5	-5	-1	-3	-4	16	104
55	106	98	27	2	-1	-4	-2	9	104.73
56	-104	-117	-46	-7	4	1	1	-14	104.73
57	-14	43	29	-4	-4	-6	-4	-13	105.37
58	-124	-128	59	44	4	-3	1	36	104.7
59	90	49	-56	-7	12	9	7	-25	104.43
60	-98	-112	-43	4	-2	-7	-6	-9	104.26
61	122	119	-1	-7	-4	-7	3	-1	104.26
62	78	36	-25	-6	1	2	1	-3	104.16
63	40	31	24	-17	-10	-9	-4	11	103.77
64	70	102	-23	-18	-4	0	1	-8	103.35
65	-86	-88	27	10	-10	-10	-8	26	102.82
66	27	98	31	22	4	0	2	23	102.82
67	110	12	40	32	1	-3	2	35	102.06
68	-69	-114	8	15	1	-2	-7	-15	101.16
69	51	88	-26	-35	-8	-4	-4	-23	100.19
70	-37	-68	65	2	-6	-9	-9	12	97.61
71	68	5	-19	-2	3	5	4	0	96.09
72	-64	-101	43	19	-3	-8	-4	15	95.05
73	-21	23	-78	-21	-3	1	0	-18	94.6
74	127	52	-58	-20	-2	2	-1	6	94.6
75	33	91	10	-5	-8	-4	-5	0	93.88
76	81	118	41	-3	-3	-5	-1	0	93.14
