0.1	5.04	125.29
0.2	3.76	124.01
0.3	4.2	121.14
0.4	7.39	124.56
0.5	4.64	122.38
0.6	4.87	121.3
0.7	2.54	121.58
0.8	4.76	125.94
0.9	5.95	128.55
1	9.97	130.8
1.1	4.05	130.27
1.2	8.91	129.71
1.3	5.68	116.86
1.4	6.66	177.92
1.5	4.63	172.03
1.6	1.63	144.19
1.7	3.58	149.99
1.8	4.8	148.72
1.9	2.06	156.3
2	1.8	155.8
2.1	3.12	164.75
2.2	6.02	159.38
2.3	4.77	172.06
2.4	3.75	164.53
2.5	4.88	166.2
2.6	4.4	162.07
2.7	3.55	159.54
2.8	1.83	161.3
2.9	2.91	159.41
3	2.46	159.56
3.1	2.38	157.78
3.2	4.22	158.31
3.3	4.39	160.2
3.4	4.4	163.67
3.5	15.54	166.76
3.6	12.37	171.67
3.7	11.82	176.49
3.8	16.22	177.39
3.9	19.23	179.62
4	35.72	175.06
4.1	57.07	174.08
4.2	39.83	173.58
4.3	48.12	168.74
4.4	71.31	169.38
4.5	63.9	143.95
4.6	65.52	155.64
4.7	60.98	114.25
4.8	65.69	98.25
4.9	80.72	60.78
5	66.11	71.45
5.1	31.44	119
