1	16.41	176.72
2	5.38	179.04
3	8.09	179.49
4	28.95	179.1
5	17.09	179.08
6	64.58	179.47
7	61.4	176.72
8	79.25	175.39
9	69.03	175.13
10	27.93	174.98
11	54.32	174.63
12	72.25	174.19
13	78.76	173.85
14	84.08	177.56
15	61.36	177.15
16	62.35	171.76
17	80.8	174.24
18	109.42	175.8
19	63.13	173.03
20	72.14	173.05
21	42.08	174.13
22	47.96	174.51
23	46.13	174.98
24	40.52	174.74
25	21.63	175.5
26	55.92	175.71
27	50.35	176.27
28	56.33	176.23
29	35.44	176.32
30	43.28	176.54
31	88.37	176.49
32	61.11	176.47
33	44.73	176.38
34	63.45	175.3
35	73.34	174.47
36	53.54	174.78
37	39.64	115.44
38	40.62	146.66
39	49.16	145.32
40	50.06	144.41
41	65.64	144.68
42	41.59	112.75
43	36.18	112.67
44	56.33	112.65
45	59.84	112.01
46	38.72	109.47
47	55.81	107.95
48	37.03	144.1
49	27.23	144.81
50	43.79	162.14
51	45.03	176.49
52	75.61	175.58
53	76.91	174.07
54	78.19	174.13
55	65.28	174.43
56	83.81	175.37
57	82.14	175.93
58	59.33	177.69
59	43.05	177.55
60	78.61	113.25
61	48.45	113.29
62	38.04	113.44
63	70.18	112.69
64	65.16	112.2
65	43.99	112.8
66	40.09	112.27
67	47.7	112.17
68	58.26	111.98
69	77.74	163.12
70	90.74	161.79
71	77.88	114.38
72	66.66	114.32
73	66.99	115.18
74	64.07	115.06
75	75.61	114.96
76	80	114.96
77	44.86	114.12
78	55.1	160.19
79	43.29	158.19
80	28.39	142.67
81	40.06	143.32
82	44.66	175.41
83	30.24	175.3
84	6.77	175.1
85	1.93	175.02
86	2.15	176.21
87	1.18	176.81
88	1.65	175.65
89	1.93	178.08
90	1.27	177.75
91	1.28	177.4
92	1.49	177.53
93	1.51	177.64
94	1.28	127.91
95	0.9	177.58
96	1.65	177.81
97	1.33	177.01
98	1.68	177.58
99	1.64	148.73
100	0.93	177.87
101	1.01	177.87
102	1.34	148.51
103	0.95	148.68
104	1.32	149.14
105	1.57	149.19
106	1.22	146.74
107	1.13	129.55
108	0.57	149.31
109	1.13	149.42
110	1.29	149.04
111	1.18	128.16
112	1.07	129.65
113	1.52	149.72
114	1.42	149.53
115	0.68	176.7
116	1.21	177.28
117	1.65	177.4
118	0.99	177.47
119	1.48	177.76
120	2.03	177.19
121	1.18	177.16
122	1.16	177.59
123	1.22	177.45
124	1.14	177
125	1.21	176.96
126	1.39	177.05
127	1.28	177.34
128	1.39	177.12
129	1.43	176.96
130	0.96	176.95
131	1.72	148.48
132	1.7	148.02
133	1.48	149.1
134	1.38	148.66
135	0.69	148.39
136	1.4	129.51
137	1.69	149.02
138	1.24	150.81
139	1.87	150.33
140	1.29	148.88
141	1.13	149.23
142	1.68	149.17
143	1.13	173.28
144	0.73	176.31
145	1.13	176.8
146	1.27	177.23
147	0.94	177.53
148	0.99	177.28
149	1.03	177.33
150	1.68	147.16
151	0.95	129.61
152	0.86	176.97
153	1.26	177.82
154	1.07	178
155	1.72	178.12
156	1.07	178.07
157	1	146.9
158	1.13	147.06
159	1.56	147.3
160	1.68	147.39
161	1.29	147.16
162	1.18	129.85
163	1.24	146.12
164	2.09	176.55
165	1.28	177.03
166	1.07	177.15
167	1.39	177.25
168	1.51	176.99
169	1.63	176.55
170	1.14	176.78
171	1.39	137.6
172	1.29	136.49
173	1.43	135.08
174	1.6	134.64
175	1.18	133.57
176	1.32	175.01
177	0.93	175.31
178	1.14	176.07
179	0.95	176.22
180	0.93	176.13
181	1.29	176.64
182	1.29	176.66
183	1.29	176.83
184	1.52	177.91
185	1.76	178.19
186	1.94	177.45
187	0.95	178.48
188	0.92	177.8
189	1.48	178.06
190	0.78	179.19
191	1.48	178.33
192	1.34	179.71
193	1.43	179.74
194	1.34	178.69
195	1.35	179.02
196	1.13	179.64
