0.1	8.91	177.41
0.2	43.09	174.24
0.3	7.94	174.8
0.4	14.96	175.58
0.5	10.27	178.13
0.6	10.06	177.15
0.7	8.72	175.72
0.8	5.81	168.79
0.9	11.57	168.94
1	16.58	129.96
1.1	17.64	173.82
1.2	14.82	163.79
1.3	37.27	167.36
1.4	21.48	166.61
1.5	21.18	165.39
1.6	35.58	163.85
1.7	66.67	163.62
1.8	13.33	161.18
1.9	16.53	161.18
2	55.37	161.41
2.1	21.4	161.75
2.2	32.79	162.07
2.3	40.6	162.22
2.4	32.32	162.09
2.5	13.57	162.57
2.6	27.43	162.77
2.7	11.87	163.07
2.8	45.47	163.43
2.9	42.15	163.67
3	19.26	164.08
3.1	53.79	164.05
3.2	62	163.75
3.3	49.31	163.88
3.4	66.99	164.26
3.5	83.5	164.1
3.6	42.11	164.32
3.7	55.17	164.5
3.8	35.26	164.5
3.9	24.37	164.6
4	37.47	164.1
4.1	34.58	163.97
4.2	58.56	163.8
4.3	45.99	163.44
4.4	17.44	162.98
4.5	49.85	158.78
4.6	7.73	155.4
4.7	9.78	130.88
4.8	5.48	148.49
4.9	24.06	143.64
5	35.76	144.52
5.1	21.94	140.11
5.2	18.41	134.02
5.3	14.28	135.46
5.4	8.78	133.59
5.5	7.62	134.24
5.6	21.91	133.45
5.7	12.86	140.66
5.8	36.6	86.69
5.9	7.25	103.68
6	21.01	159.34
6.1	6.86	154.52
6.2	16.42	164.88
6.3	23.85	155.29
6.4	9.85	148.3
6.5	30.22	102.13
6.6	18.11	60.44
6.7	12.15	52.02
6.8	6.04	25.41
6.9	12.83	22.99
7	21.29	22.05
7.1	6.93	39.97
7.2	32.66	75.25
7.3	12.09	107.91
7.4	4.26	148.23
7.5	10.84	150.34
7.6	12.04	148.8
7.7	3.98	148.39
7.8	12.51	147.68
7.9	25.61	156.19
8	4.21	156.28
8.1	5.26	164.69
8.2	11.02	160.63
8.3	13.71	157.93
8.4	18.02	115.05
8.5	21.12	122.01
8.6	26.71	120.7
8.7	16.56	126.03
8.8	25.29	125.37
8.9	11.94	93.31
9	13.98	73.11
9.1	12.11	61.18
9.2	5.21	60.61
9.3	9.54	49.58
9.4	11.87	53.78
9.5	22.89	69.51
9.6	7.78	79.66
9.7	9.06	77.49
9.8	15.16	63.98
9.9	19.96	55.47
10	12.16	62.71
10.1	25.78	74.84
10.2	15.64	109.79
10.3	5.52	126.96
10.4	11.2	135.8
10.5	4.07	138.75
10.6	13.43	118.2
10.7	3.97	50.85
10.8	8.64	32.04
10.9	14.81	24.35
11	37.81	38.44
11.1	22.68	112.89
11.2	50.75	140.1
11.3	20.28	161.48
11.4	28.48	160.52
11.5	30.68	152.62
11.6	15.25	152.45
11.7	33.05	152.72
11.8	24.19	152.86
11.9	7.84	155.48
12	18.08	152.32
12.1	14.05	90.04
12.2	34.72	53.69
12.3	28.63	58.2
12.4	12.08	25.29
12.5	41.75	19.92
12.6	19.77	39.36
12.7	49.61	75.75
12.8	24.65	120.12
12.9	36.45	139.04
13	54.39	148.21
13.1	40.85	154.1
13.2	37.68	154.12
13.3	21.11	154.3
13.4	13.62	153.94
13.5	55.25	151.84
13.6	15.36	153.24
13.7	52.62	157.08
13.8	6.92	153.44
13.9	32.29	153.64
14	20.72	153.81
14.1	4.56	154.67
14.2	12.55	155.46
14.3	10.54	155.98
14.4	13.13	162.27
14.5	7.41	160.81
14.6	5.23	157.24
14.7	4.45	150.95
14.8	8.15	158.79
14.9	24.37	155.28
15	27.92	154.48
15.1	12.35	139.49
15.2	6.97	140.19
15.3	5.28	138.07
15.4	6.37	138.29
15.5	2.36	139.55
15.6	2.59	139.77
15.7	17.89	139
15.8	34.68	140.93
15.9	6.47	141.67
16	19.64	148.7
16.1	15.62	157.25
16.2	25.59	162.82
16.3	9.83	167.78
16.4	7.82	172.4
16.5	16.35	163.14
16.6	6.68	155.47
16.7	11.3	149.94
16.8	7.66	141.16
16.9	6.74	132.52
17	18.52	126.35
17.1	44.08	105.27
17.2	23.78	81.78
17.3	70.87	119.99
17.4	10.55	167.14
17.5	18.88	167.99
17.6	8.85	170.97
17.7	16	173.04
17.8	14.95	179.08
17.9	8.61	118.91
18	18	112.42
18.1	22.1	109.58
18.2	3.35	174.16
18.3	16.38	151.13
18.4	4.34	152.28
18.5	12.19	124
