0.1	10.85	167.71
0.2	4.1	168.33
0.3	5.32	169.34
0.4	2.83	167.17
0.5	6.02	168.93
0.6	5.52	169.42
0.7	3.94	170.08
0.8	1.83	169.72
0.9	4.22	170.77
1	2.86	174.53
1.1	5.59	158.67
1.2	6.53	152.84
1.3	9.16	130.27
1.4	3.25	108.41
1.5	2.3	108.08
1.6	3.17	108.56
1.7	4.87	71.64
1.8	4.08	104.53
1.9	4.03	106.85
2	3.48	101.69
2.1	11.97	100.26
2.2	3.9	92.93
2.3	5.55	96.55
2.4	4.46	113.33
2.5	2.1	101.95
2.6	2.71	84.65
2.7	3.97	93.23
2.8	5.93	102.94
2.9	42.28	114.11
3	11.05	127.25
3.1	3.94	131.19
3.2	1.94	131.96
3.3	6.71	129.03
3.4	26.78	123.28
3.5	13.47	133.23
3.6	8.15	117.38
3.7	6.35	115.24
3.8	6.29	109.86
3.9	4.24	103.6
4	13.24	99.91
4.1	4.29	114.93
4.2	17.65	107.2
4.3	6.73	108.54
4.4	2.13	89.83
4.5	9.98	75.35
4.6	3.74	99.83
4.7	8.56	114.08
4.8	4.58	119.63
4.9	2.3	130.17
5	3.58	120.36
5.1	2.59	121.9
5.2	38.52	132.28
5.3	19.86	109.43
5.4	12.72	77.42
5.5	8.48	21.5
5.6	12.83	23.23
5.7	5.66	41.62
5.8	8.96	53.51
5.9	9.69	63.2
6	13.68	64.31
6.1	2.6	61.72
6.2	5.39	59.84
6.3	14.15	55.44
6.4	5.59	64.78
6.5	4.21	63.18
6.6	8.04	65.98
