0	-1.0	-69.0	6.0	-37.0	-2.0	4.0	6.0	13.0	98.03
1	14.0	-87.0	12.0	18.0	-10.0	-5.0	-2.0	-6.0	104.58
2	100.0	36.0	35.0	-17.0	0.0	-4.0	-7.0	40.0	104.93
3	68.0	-57.0	-70.0	-66.0	-2.0	2.0	-7.0	5.0	93.28
4	-109.0	-22.0	1.0	-14.0	-4.0	1.0	0.0	0.0	92.63
5	-81.0	19.0	-4.0	-21.0	0.0	-6.0	25.0	-16.0	89.34
6	-10.0	-5.0	26.0	-3.0	12.0	-13.0	-25.0	20.0	85.72
7	-103.0	-1.0	41.0	2.0	-7.0	-7.0	-1.0	-17.0	92.63
8	-2.0	27.0	20.0	47.0	2.0	4.0	9.0	-6.0	78.46
9	72.0	58.0	30.0	20.0	10.0	8.0	-20.0	9.0	79.84
10	20.0	126.0	-100.0	25.0	7.0	-1.0	-8.0	-22.0	83.77
11	-8.0	89.0	13.0	58.0	13.0	-3.0	-5.0	-2.0	91.56
12	-18.0	8.0	-85.0	-55.0	-15.0	7.0	-5.0	1.0	80.31
13	86.0	-19.0	-22.0	4.0	9.0	-2.0	-10.0	-8.0	54.62
14	30.0	44.0	-9.0	11.0	-11.0	-3.0	3.0	-2.0	57.8
15	64.0	90.0	-10.0	3.0	-6.0	-1.0	5.0	-26.0	71.06
16	104.0	68.0	-6.0	10.0	-8.0	-11.0	-4.0	17.0	51.86
17	-58.0	1.0	-85.0	-27.0	27.0	-3.0	-16.0	2.0	53.83
18	-37.0	-103.0	-19.0	12.0	-13.0	13.0	-13.0	9.0	53.52
19	-28.0	-26.0	-92.0	-20.0	10.0	2.0	-8.0	-15.0	52.3
20	40.0	-17.0	-106.0	-22.0	11.0	-10.0	-31.0	-33.0	53.41
21	52.0	12.0	-10.0	-28.0	8.0	-8.0	78.0	-16.0	53.69
22	75.0	37.0	-91.0	8.0	-13.0	-4.0	7.0	9.0	51.96
23	0.0	94.0	10.0	-97.0	-5.0	-12.0	-8.0	3.0	62.94
24	-40.0	6.0	-20.0	12.0	-6.0	12.0	-10.0	10.0	55.27
25	96.0	-108.0	105.0	-48.0	-6.0	-22.0	-5.0	25.0	69.34
26	-98.0	72.0	-36.0	8.0	1.0	12.0	1.0	-3.0	66.93
27	39.0	31.0	19.0	57.0	2.0	-12.0	7.0	17.0	52.9
28	-66.0	-128.0	88.0	8.0	3.0	-12.0	-4.0	-24.0	72.86
29	69.0	59.0	0.0	-4.0	2.0	-23.0	-8.0	-17.0	53.83
30	-6.0	86.0	-10.0	-2.0	-5.0	15.0	4.0	-7.0	59.65
31	-93.0	18.0	12.0	117.0	18.0	-1.0	-14.0	8.0	52.53
32	-80.0	-33.0	3.0	-10.0	-8.0	8.0	5.0	-36.0	50.55
33	44.0	2.0	17.0	10.0	-4.0	-2.0	5.0	-36.0	52.32
34	111.0	-68.0	14.0	-14.0	-19.0	-1.0	26.0	15.0	51.85
35	58.0	-100.0	-7.0	1.0	-5.0	6.0	-5.0	-12.0	59.65
36	-121.0	-49.0	-4.0	-29.0	9.0	-10.0	15.0	-5.0	53.69
37	-27.0	23.0	-13.0	-19.0	6.0	-4.0	-9.0	7.0	51.85
38	-4.0	-7.0	27.0	58.0	4.0	9.0	1.0	-5.0	51.85
39	-49.0	14.0	7.0	-5.0	9.0	-19.0	19.0	-20.0	53.52
40	-69.0	93.0	-27.0	-4.0	7.0	6.0	-3.0	12.0	74.63
41	103.0	-111.0	32.0	25.0	-1.0	0.0	5.0	9.0	54.52
42	-110.0	55.0	29.0	24.0	-1.0	6.0	-4.0	-9.0	62.94
43	-111.0	63.0	-5.0	-58.0	-1.0	-14.0	-2.0	6.0	53.41
44	-2.0	-65.0	-40.0	30.0	-3.0	-5.0	-13.0	-10.0	52.32
45	16.0	71.0	58.0	6.0	5.0	-10.0	-3.0	3.0	52.74
