0	21	21	35	0	0	-1	1	1
0	21	21	36	1	0	-1	1	2
0	21	21	35	1	0	-1	1	3
0	21	21	35	0	-1	-1	2	5
0.1	22	20	37	5	0	-9	27	32
0.2	23	20	39	21	-12	-13	12	44
0.3	16	27	37	-23	-5	-19	17	61
0.4	10	31	36	5	-28	-20	26	87
0.5	13	25	30	-34	-46	3	27	114
0.6	15	27	36	-50	-63	11	15	129
0.7	17	27	40	-68	-45	-3	23	152
0.8	25	20	41	-44	-33	-20	23	175
0.9	24	20	41	-39	-26	-42	23	198
1	23	21	39	-36	-9	-54	22	219
1.1	19	22	35	-20	19	-45	35	255
1.2	13	26	32	0	22	-14	19	274
1.3	10	26	29	30	25	-3	26	299
1.4	9	30	34	13	19	6	10	310
1.5	6	29	30	-11	22	-11	22	332
1.6	3	31	32	8	11	2	4	336
1.7	5	30	31	32	-2	19	11	347
1.8	7	32	34	8	0	19	9	356
1.9	11	28	33	19	-14	49	5	361
2	17	27	39	2	-4	14	21	382
2.1	14	29	38	-4	0	-7	17	399
2.2	13	29	36	7	18	10	21	420
2.3	17	27	41	-2	-4	38	7	427
2.4	20	23	38	14	6	28	21	448
2.5	25	18	38	2	2	-5	58	506
2.6	21	22	37	4	10	-34	45	551
2.7	11	30	36	14	28	-59	38	589
2.8	8	33	37	4	15	-63	30	619
2.9	-4	32	33	2	-6	-41	40	659
3	-3	31	32	-4	-15	27	37	696
3.1	2	36	37	0	-21	49	10	706
3.2	8	33	37	7	-19	48	41	747
3.3	15	28	38	1	-15	38	13	759
3.4	22	22	40	14	-5	20	48	807
3.5	19	24	37	0	17	-15	12	820
3.6	19	25	41	-2	35	-40	19	839
3.7	10	34	42	-4	18	-57	54	893
3.8	2	37	38	0	14	-45	49	941
3.9	-2	36	36	2	2	-20	11	952
4	5	39	43	18	-25	49	25	977
4.1	6	37	41	10	-24	65	7	985
4.2	14	30	40	20	-12	28	8	992
4.3	14	30	40	7	3	-3	20	1012
4.4	15	29	41	-3	23	-35	15	1027
4.5	10	34	41	5	28	-74	11	1038
4.6	4	40	43	-10	33	-54	2	1040
4.7	10	27	31	-5	26	1	4	1043
4.8	-2	41	41	-9	21	29	3	1047
4.9	6	36	38	1	13	67	6	1053
5	10	32	37	14	4	85	10	1063
5.1	21	19	32	9	2	69	4	1067
5.2	12	27	32	1	9	37	7	1074
5.3	20	22	36	-2	-5	10	3	1077
5.4	26	19	42	-16	-21	9	1	1078
5.5	33	11	41	-14	-27	7	16	1094
5.6	31	14	43	-19	-18	14	1	1095
5.7	32	13	44	-1	-13	19	1	1096
5.8	36	9	44	29	20	-9	1	1097
5.9	31	14	41	14	17	-7	1	1098
6	28	15	39	10	14	-9	1	1099
6.1	28	16	38	5	9	-5	1	1100
6.2	29	14	38	0	4	0	1	1101
6.3	29	15	39	-3	-2	3	1	1102
6.4	29	15	40	-2	-2	3	1	1103
6.5	30	14	41	2	4	2	1	1104
6.6	30	14	40	6	9	0	1	1105
6.7	31	13	40	10	16	1	1	1106
6.8	26	18	39	24	7	6	1	1107
6.9	24	18	35	12	8	-9	1	1108
7	23	18	33	-1	6	-12	2	1110
7.1	26	17	37	-12	-7	-6	13	1124
7.2	21	22	37	-12	-8	0	23	1146
7.3	31	13	-40	38	-14	4	11	1157
7.4	28	15	38	117	35	11	23	1180
7.5	30	15	-41	1	71	64	26	1206
7.6	37	5	39	151	119	-3	22	1228
7.7	27	14	35	141	75	-92	9	1236
7.8	9	35	41	-31	37	-116	10	1247
7.9	-7	34	38	-74	48	-84	14	1261
8	-13	27	33	-133	42	-42	13	1274
8.1	-26	9	29	2	11	-3	15	1288
8.2	-18	19	29	5	5	45	12	1300
8.3	-15	19	26	13	-2	43	23	1323
8.4	-11	23	28	17	-11	53	4	1328
8.5	-2	21	21	-1	-19	60	3	1331
8.6	-2	29	29	25	-7	9	13	1344
8.7	0	31	31	16	-6	14	4	1348
8.8	1	32	32	3	-1	2	7	1355
8.9	0	34	34	15	1	-4	18	1373
9	2	37	37	40	-4	-5	9	1382
9.1	0	37	37	9	6	-27	8	1390
9.2	3	34	34	-45	-4	-33	12	1402
9.3	3	31	31	-34	-38	9	10	1411
9.4	-1	33	33	-15	-47	69	5	1416
9.5	13	28	35	-2	-56	94	7	1423
9.6	16	26	36	-126	-94	70	7	1429
9.7	38	6	41	-180	-82	-56	8	1438
9.8	36	7	40	-87	-49	-111	14	1452
9.9	38	5	40	-130	-21	-70	9	1461
10	23	22	-44	17	-38	-8	4	1465
10.1	23	21	42	-26	-17	11	8	1472
10.2	27	18	41	24	-6	1	5	1477
10.3	25	17	36	30	11	8	3	1480
10.4	22	20	36	3	9	0	2	1482
10.5	25	18	39	-1	3	-1	2	1484



