0	-3	22	22	-9	6	2	20	20
1	-5	25	26	1	3	1	5	25
2	-5	25	26	28	-2	3	2	27
3	0	32	32	30	-3	-3	7	34
4	5	34	35	20	1	1	9	43
5	1	35	35	14	2	47	3	46
6	4	34	35	0	15	115	18	64
7	14	28	37	-3	3	116	16	80
8	24	17	34	29	-18	108	10	91
9	40	5	43	7	-12	105	29	120
10	36	8	42	18	-6	10	56	176
11	40	-2	41	19	-3	-22	49	225
12	37	6	40	-4	-1	-74	40	265
13	30	14	40	-4	3	-127	57	322
14	16	29	41	-1	0	-157	32	354
15	3	40	41	1	-20	-157	44	398
16	-11	33	41	11	-44	-120	42	440
17	-16	22	31	-11	24	-9	29	469
18	-11	33	41	2	38	116	26	495
19	2	41	42	-2	30	161	29	524
20	9	36	-43	11	6	131	23	548
21	31	14	43	2	8	113	14	562
22	35	9	40	-1	12	68	26	588
23	34	8	37	12	-6	-32	24	612
24	31	14	41	18	-12	-95	36	647
25	21	24	43	-3	-20	-135	41	689
26	10	34	-43	-1	-28	-141	26	715
27	-3	42	44	-10	-31	-104	43	758
28	-11	33	41	15	-30	-26	27	785
29	-12	33	42	13	9	50	18	803
30	-7	37	41	23	16	107	33	837
31	4	41	-45	13	14	139	22	859
32	15	30	-43	-26	23	115	23	882
33	36	8	42	-5	27	140	30	912
34	38	-5	40	83	2	31	15	927
35	38	3	39	11	-17	-59	31	958
36	30	15	44	-5	-34	-143	50	1008
37	22	23	-43	-18	-36	-182	15	1023
38	3	42	-44	1	-53	-179	21	1044
39	-11	32	38	-6	-42	-61	27	1071
40	-9	36	45	-16	26	51	24	1095
41	-8	37	43	13	31	134	15	1110
42	4	41	45	-17	24	177	47	1157
43	23	22	-44	-52	19	202	32	1190
44	21	-16	29	201	-16	-54	52	1242
45	26	19	-43	92	-23	-203	58	1300
46	9	36	-44	-46	-77	-248	51	1351
47	8	-37	-44	-39	57	156	31	1382
48	9	36	42	-43	-22	286	43	1425
49	2	-36	37	127	-6	52	45	1470
50	42	1	42	82	19	-238	29	1499
51	9	31	35	-22	-39	-268	35	1534
52	4	-29	30	-28	44	173	28	1562
53	27	18	42	-7	-35	268	51	1613
54	28	14	36	32	0	-84	48	1662
55	14	31	43	-1	26	-317	18	1679
56	22	-22	-39	-12	22	102	30	1710
57	30	15	42	41	-68	273	37	1747
58	35	6	38	45	-11	86	21	1768
59	23	21	39	22	43	-204	25	1793
60	40	-4	-43	0	2	-273	44	1837
61	-11	-9	15	-63	-16	253	31	1868
62	26	18	40	-85	-62	208	72	1940
63	32	4	33	36	7	-15	31	1971
64	29	15	40	39	62	-200	43	2013
65	38	5	40	2	11	-277	8	2021
66	9	-15	18	-108	3	255	14	2036
67	27	17	41	-45	-58	177	21	2057
68	38	4	40	-34	-43	119	44	2101
69	38	-6	41	-53	-30	48	25	2125
70	36	5	37	6	20	-46	28	2154
71	39	-3	40	31	62	-108	35	2189
72	38	4	40	4	105	-173	27	2216
73	14	25	32	-16	94	-263	46	2262
74	21	-1	-21	-34	6	133	30	2292
75	23	15	30	-4	-96	213	18	2311
76	30	14	40	18	-64	122	29	2340
77	28	13	35	-29	-20	27	47	2387
78	32	6	33	13	61	-106	25	2412
79	27	15	36	-8	124	-195	16	2428
80	13	22	27	-29	100	-210	33	2460
81	0	1	-1	19	3	11	18	2478
82	7	14	16	39	-78	196	14	2492
83	18	17	28	34	-70	135	34	2526
84	31	10	36	-18	-33	70	24	2550
85	33	4	33	7	2	-17	13	2563
86	30	12	36	-2	34	-85	33	2596
87	13	26	32	7	56	-163	21	2617
88	-10	23	26	95	-16	-130	8	2624
89	-3	29	29	-1	22	56	25	2649
90	0	41	41	13	26	172	45	2694
91	16	29	-44	-61	24	129	44	2738
92	27	17	40	25	-10	-56	43	2781
93	10	34	-42	-18	-48	-198	22	2803
94	-14	20	26	9	-62	-164	32	2835
95	21	5	-22	-35	37	50	30	2865
96	-2	43	-44	-11	11	197	62	2927
97	26	19	43	-13	5	163	45	2972
98	30	14	38	16	1	-4	15	2988
99	21	24	-44	36	-18	-161	17	3004
100	-1	38	38	-19	-57	-264	11	3015



